name,death_cause,date,agency_name,state,state_name
"Prohibition Officer David ""George"" Ball",Gunfire (Accidental),1925-06-20,West Virginia Department of Prohibition,WV,West Virginia
Jailer William Sickler,Vehicular assault,1925-06-21,South Gate Police Department,CA,California
Officer Charles S. Swinney,Gunfire,1925-06-21,Dallas Police Department,TX,Texas
Patrolman Patrick J. McGovern,Gunfire,1925-06-22,Chicago Police Department,IL,Illinois
Park Policeman William J. Allison,Motorcycle accident,1925-06-23,South Park District Police Department,IL,Illinois
Deputy Sheriff Thomas Hunter Rollins,Gunfire,1925-06-24,Greene County Sheriff's Department,TN,Tennessee
Prohibition Officer Wilbur F. Jacobs,Gunfire,1925-06-25,Seven Mile Village Prohibition Enforcement,OH,Ohio
City Marshal Charles Isaac Epperson,Gunfire,1925-06-25,Boynton Police Department,OK,Oklahoma
City Marshal Stephen Mann,Gunfire,1925-06-28,Medford Police Department,OK,Oklahoma
Deputy Sheriff John E. Hutcheson,Gunfire,1925-06-28,Jefferson County Sheriff's Department,TX,Texas
Lieutenant Albert Bert Burris,Heart attack,1925-06-30,Pittsburgh Police Department,PA,Pennsylvania
Patrolman William M. Terry,Gunfire,1925-07-02,Roanoke City Police Department,VA,Virginia
Patrolman John E. Harris,Struck by vehicle,1925-07-03,Baltimore City Park Police Department,MD,Maryland
Police Officer Albert J. Cunnien,Vehicular assault,1925-07-03,St. Paul Police Department,MN,Minnesota
Police Officer John H. Grogan,Gunfire,1925-07-03,St. Louis Metropolitan Police Department,MO,Missouri
Patrolman Clyde H. Morgan,Gunfire,1925-07-03,Roanoke City Police Department,VA,Virginia
Lieutenant Benjamin Alexander,Other,1925-07-04,Boston Police Department,MA,Massachusetts
Deputy Constable R. R. Bledsoe,Gunfire,1925-07-05,Nueces County Constable's Office - Precinct 1,TX,Texas
"Town Marshal James Monroe West, Jr.",Gunfire,1925-07-06,Needles Police Department,CA,California
Police Officer William F. Hackenbruch,Vehicular assault,1925-07-06,Detroit Police Department,MI,Michigan
Constable Carl M. Bisbee,Gunfire,1925-07-06,Nueces County Constable's Office - Precinct 1,TX,Texas
Special Deputy Sheriff Frank James,Gunfire,1925-07-07,Martin County Sheriff's Office,KY,Kentucky
Patrolman Anthony Lynch,Other,1925-07-07,New Orleans Police Department,LA,Louisiana
Trooper James B. Losco,Motorcycle accident,1925-07-07,New York State Police,NY,New York
Officer Harold Rogers,Vehicle pursuit,1925-07-08,Akron Police Department,OH,Ohio
Police Officer Charles Simms,Gunfire,1925-07-10,Xenia Police Department,OH,Ohio
City Marshal Elias J. Daffin,Gunfire,1925-07-12,Lott Police Department,TX,Texas
Policeman Samuel Lewis Watkins,Gunfire,1925-07-15,Van Lear Police Department,KY,Kentucky
"Policeman James C. ""Jim"" Clem",Gunfire,1925-07-15,Poor Fork Police Department,KY,Kentucky
County Policeman Joe S. Grubbs,Gunfire,1925-07-17,Jasper County Police Department,GA,Georgia
Undersheriff Jason Edward Daugherty,Other,1925-07-18,McClain County Sheriff's Office,OK,Oklahoma
Deputy Sheriff Nathaniel Payton Meredith,Gunfire,1925-07-19,Edmonson County Sheriff's Office,KY,Kentucky
Chief of Police Peter Milligan,Automobile accident,1925-07-19,Woodlawn Borough Police Department,PA,Pennsylvania
Deputy Sheriff J. William Barnes,Gunfire,1925-07-20,Macoupin County Sheriff's Department,IL,Illinois
Constable John Mancos,Other,1925-07-22,Pennsylvania State Constable - Allegheny County,PA,Pennsylvania
Chief of Police Marshall Bagby,Gunfire,1925-07-24,Mounds Police Department,IL,Illinois
Sergeant J. Harvey Burke,Gunfire,1925-07-28,Richmond Police Department,VA,Virginia
Deputy Frederick W. Kaesser,Gunfire,1925-08-01,Erie County Sheriff's Office,NY,New York
Special Agent Henning Franklin Musselwhite,Other,1925-08-02,Southern Railroad Police Department,RR,
Captain Solomon Fling,Vehicle pursuit,1925-08-02,Monroe Police Department,MI,Michigan
Officer Edwin H. Boyd,Automobile accident,1925-08-05,Honolulu Police Department,HI,Hawaii
Detective Richard Henneberry,Gunfire,1925-08-06,New York City Police Department,NY,New York
Deputy Robert Bruce Parsons,Gunfire,1925-08-06,Denton County Sheriff's Office,TX,Texas
County Patrolman John F. Allen,Gunfire,1925-08-08,Hopkins County Police Department,KY,Kentucky
Patrolman Harold Huff,Other,1925-08-09,Johnson City Police Department,NY,New York
Officer William Wickman,Vehicle pursuit,1925-08-09,Tacoma Police Department,WA,Washington
Detective Sergeant Louis Bertucci,Gunfire,1925-08-10,Richmond Police Department,VA,Virginia
Sheriff James O. West,Gunfire,1925-08-11,Fulton County Sheriff's Office,KY,Kentucky
Correctional Officer James Milton Holman,Gunfire,1925-08-12,Oregon Department of Corrections,OR,Oregon
Correctional Officer John L. Sweeney,Gunfire,1925-08-12,Oregon Department of Corrections,OR,Oregon
Sheriff Richard Ellis,Gunfire,1925-08-13,Scott County Sheriff's Department,TN,Tennessee
"Marshal Frank August Mommer, Sr.",Gunfire,1925-08-14,Traer Police Department,IA,Iowa
Deputy Sheriff Royce E. Cline,Gunfire,1925-08-14,Saline County Sheriff's Department,IL,Illinois
Railroad Detective Harry A. Malone,Gunfire,1925-08-16,Baltimore and Ohio Railroad Police Department,RR,
Police Officer Felt Jones,Automobile accident,1925-08-17,Fayette County Police Department,GA,Georgia
"Patrolman Charles Lewis Cooper, Jr.",Gunfire,1925-08-17,Pittsburgh Police Department,PA,Pennsylvania
Special Officer David B. Burns,Other,1925-08-18,Pawtucket Police Department,RI,Rhode Island
Constable Dan Smith,Gunfire,1925-08-18,Lawrence County Fourth District Constable's Office,TN,Tennessee
Officer Branch Martin Miller,Gunfire (Accidental),1925-08-20,California Department of Corrections and Rehabilitation,CA,California
Patrolman Ollie D. Thomas,Gunfire,1925-08-20,Des Moines Police Department,IA,Iowa
Patrolman David Sheehan,Gunfire,1925-08-22,New York City Police Department,NY,New York
Policeman Wylie E. Smith,Gunfire,1925-08-23,Los Angeles Police Department,CA,California
Sheriff Samuel Craig Pratt,Gunfire,1925-08-25,Thomas County Sheriff's Office,KS,Kansas
"Motorcycle Deputy Clarence Henry ""Diamond"" LaCroix",Motorcycle accident,1925-08-25,Macomb County Sheriff's Office,MI,Michigan
Patrolman Edward J. Clark,Gunfire,1925-08-25,North Platte Police Department,NE,Nebraska
Sheriff Lawrence Percy Dawson,Gunfire,1925-08-26,Dallas County Sheriff's Office,AL,Alabama
Motorcycle Policeman Robert Cookson,Motorcycle accident,1925-08-26,Hudson County Boulevard Police,NJ,New Jersey
Deputy James William Cook,Gunfire,1925-08-26,Brazoria County Sheriff's Office,TX,Texas
Chief Floyd H. Malone,Gunfire,1925-08-28,Jones County Police Department,GA,Georgia
County Policeman Frank M. Tucker,Gunfire,1925-08-28,Jones County Police Department,GA,Georgia
Deputy Sheriff Toliver Clayton Hearn,Gunfire,1925-08-29,Walker County Sheriff's Office,GA,Georgia
Patrolman Fred A. Foster,Motorcycle accident,1925-08-30,Maine State Police,ME,Maine
Patrolman William Ashby Howard,Gunfire,1925-09-01,Atlantic Coast Line Railroad Police Department,RR,
Policeman Hubert Carl Paul,Vehicular assault,1925-09-04,Coconut Grove Police Department,FL,Florida
Undersheriff Richard H. Rountree,Gunfire,1925-09-05,Santa Cruz County Sheriff's Office,CA,California
Sheriff Howard V. Trafton,Gunfire,1925-09-05,Santa Cruz County Sheriff's Office,CA,California
Marshal Dolar LaPlant,Gunfire,1925-09-05,Eatonville Police Department,WA,Washington
Police Officer Frank Marcinkowski,Gunfire,1925-09-07,Detroit Police Department,MI,Michigan
Motorcycle Officer Truman E. Brooks,Motorcycle accident,1925-09-08,Little Valley Police Department,NY,New York
Police Officer Wilson H. Coleman,Gunfire,1925-09-09,Fairfield Police Department,AL,Alabama
Special Officer Wallace Moriarty,Gunfire (Accidental),1925-09-13,Lewiston Police Department,ME,Maine
Substitute Patrolman Clifford L. Cornish,Gunfire,1925-09-14,Cincinnati Police Department,OH,Ohio
Patrolman Frank A. Quinlivan,Gunfire,1925-09-15,Schenectady Police Department,NY,New York
Deputy Sheriff Orrin L. Case,Gunfire,1925-09-16,Harrison County Sheriff's Office,IA,Iowa
Detective E. C. Chavez,Gunfire,1925-09-17,Houston Police Department,TX,Texas
Special Agent James William Hall,Gunfire,1925-09-17,Chesapeake and Ohio Railroad Police Department,RR,
Chief of Police Mike Knotts,Gunfire,1925-09-20,Wagener Police Department,SC,South Carolina
Sheriff Orville L. Litchfield,Gunfire,1925-09-21,Marshall County Sheriff's Office,IL,Illinois
"Night Police Chief John C. Leonard, Sr.",Gunfire,1925-09-21,Toluca Police Department,IL,Illinois
"Patrolman Edward P. Fowler, Jr.",Gunfire,1925-09-21,North Vernon Police Department,IN,Indiana
Police Officer Simeon D. Martin,Gunfire,1925-09-22,Detroit Police Department,MI,Michigan
Sheriff E. Harrison Ikard,Gunfire,1925-09-22,Archer County Sheriff's Office,TX,Texas
Jailer Robert H. Woodall,Automobile accident,1925-09-23,McLennan County Sheriff's Department,TX,Texas
Patrolman Gerald D. Pickett,Motorcycle accident,1925-09-24,Des Moines Police Department,IA,Iowa
Patrolman John A. Hahn,Motorcycle accident,1925-09-24,Nassau County Police Department,NY,New York
Trooper Phillip E. Gonterman,Motorcycle accident,1925-09-25,New York State Police,NY,New York
Captain John Andrew Derby,Motorcycle accident,1925-09-27,Siskiyou County State Traffic Force,CA,California
Officer Albert E. Cramblitt,Motorcycle accident,1925-10-01,Maryland State Police,MD,Maryland
Police Officer Raymond Tehan,Motorcycle accident,1925-10-01,Westchester County Parkway Police Department,NY,New York
Rural Police Officer Ellis A. Shields,Gunfire,1925-10-01,Spartanburg County Sheriff's Office,SC,South Carolina
Trooper Ernest F. Rudd,Other,1925-10-05,New York State Police,NY,New York
Trooper Thomas J. Scanlon,Other,1925-10-05,New York State Police,NY,New York
Deputy Sheriff Charles C. Wortham,Assault,1925-10-07,Shelby County Sheriff's Office,TN,Tennessee
Night Policeman Lee Huffman,Heart attack,1925-10-07,Colfax Police Department,WA,Washington
Sheriff Fletcher Collins,Gunfire,1925-10-08,Vinton County Sheriff's Office,OH,Ohio
Sheriff George P. Kellum,Gunfire,1925-10-09,Brown County Sheriff's Department,OH,Ohio
Patrolman John Meiboom,Motorcycle accident,1925-10-10,Grand Rapids Police Department,MI,Michigan
Jailer Leo Hemmer,Gunfire,1925-10-12,Dubuque County Sheriff's Department,IA,Iowa
Patrolman Allen J. Althoff,Gunfire,1925-10-20,Cincinnati Police Department,OH,Ohio
Sergeant Daniel C. Chason,Gunfire,1925-10-22,Fayetteville Police Department,NC,North Carolina
Police Officer Albert Steward,Gunfire,1925-10-24,Philadelphia Police Department,PA,Pennsylvania
Patrolman Charles J. Singer,Struck by vehicle,1925-10-27,New York City Police Department,NY,New York
"Sheriff Elisha Franklin ""Lish"" Barber",Gunfire,1925-10-30,Miller County Sheriff's Department,AR,Arkansas
Detective Charles Dewitt Hammond,Gunfire,1925-10-31,Muskegon Police Department,MI,Michigan
Patrolman Joseph Nichols,Motorcycle accident,1925-10-31,Newark Police Department,NJ,New Jersey
Police Officer Roy L. Mitchell,Struck by vehicle,1925-11-01,Baltimore City Police Department,MD,Maryland
Chief Deputy Robert D. Smith,Gunfire,1925-11-02,Miller County Sheriff's Department,AR,Arkansas
Sergeant Harry J. Gray,Gunfire,1925-11-02,Chicago Police Department,IL,Illinois
Police Officer William E. Wagner,Gunfire,1925-11-05,Detroit Police Department,MI,Michigan
Patrolman Mortimer Louis Perry,Motorcycle accident,1925-11-06,Millburn Township Police Department,NJ,New Jersey
Patrolman Charles C. Deal,Vehicle pursuit,1925-11-06,Lorain Police Department,OH,Ohio
Police Officer Herman M. Jolly,Gunfire (Accidental),1925-11-08,Detroit Police Department,MI,Michigan
Patrolman Frederick M. Schmitz,Other,1925-11-09,Chicago Police Department,IL,Illinois
Policeman Hipolito Cardona,Gunfire,1925-11-12,Puerto Rico Police Department,PR,Puerto Rico
Trooper Bartholomew M. Skelly,Motorcycle accident,1925-11-14,Connecticut State Police,CT,Connecticut
Patrolman George W. Thompson,Gunfire,1925-11-14,Chicago Police Department,IL,Illinois
Sheriff Joe Morgan,Gunfire,1925-11-14,Leslie County Sheriff's Office,KY,Kentucky
Officer George F. Radden,Motorcycle accident,1925-11-18,Casper Police Department,WY,Wyoming
Deputy Sheriff Will Pace,Gunfire,1925-11-20,Harlan County Sheriff's Department,KY,Kentucky
Prohibition Officer Robert Oliver Gary,Gunfire,1925-11-21,Seven Mile Village Prohibition Enforcement,OH,Ohio
County Policeman James Edwin McNair,Gunfire,1925-11-23,Butts County Police Department,GA,Georgia
Night Watchman Chas H. Fudge,Gunfire,1925-11-26,Nashville City Police Department,TN,Tennessee
Patrolman Robert Black,Gunfire,1925-11-27,Andover Police Department,MA,Massachusetts
Patrolman James H. Carroll,Gunfire,1925-11-28,Chicago Police Department,IL,Illinois
Officer Claude C. Koontz,Vehicle pursuit,1925-11-30,Metropolitan Police Department,DC,District of Columbia
Patrolman James A. Henry,Gunfire,1925-12-01,Chicago Police Department,IL,Illinois
Patrol Officer Frank J. Draper,Gunfire,1925-12-01,Lewistown Police Department,MT,Montana
City Marshal Alexander Apgriffeth Anderson,Assault,1925-12-03,Verden Police Department,OK,Oklahoma
Officer James A. Davis,Struck by vehicle,1925-12-06,Beaumont Police Department,TX,Texas
Private Bertram Beech,Other,1925-12-10,Pennsylvania State Police,PA,Pennsylvania
Officer Edward Richard Pflaume,Gunfire,1925-12-13,Forest Park Police Department,IL,Illinois
Police Officer Frank P. Cook,Gunfire,1925-12-16,Philadelphia Police Department,PA,Pennsylvania
Police Officer James H. Mateer,Gunfire,1925-12-17,St. Louis Metropolitan Police Department,MO,Missouri
Patrolman Stephen McPhillips,Other,1925-12-20,New York City Police Department,NY,New York
Special Agent Bert Zumwalt,Gunfire,1925-12-22,Chicago and Alton Railroad Police Department,RR,
Constable Robert Franklin Poe,Gunfire,1925-12-23,Tarrant County Constable's Office - Precinct 1,TX,Texas
Town Marshal Walter W. McCallister,Gunfire,1925-12-24,Dale Police Department,IN,Indiana
Patrolman William C. Grunwald,Gunfire,1925-12-24,New Orleans Police Department,LA,Louisiana
Deputy Sheriff August Lee Edwards,Gunfire,1925-12-24,Sequoyah County Sheriff's Office,OK,Oklahoma
Chief of Police Marion Boyd Rogers,Gunfire,1925-12-26,Rowland Police Department,NC,North Carolina
"Sergeant Michael J. ""Owshaney"" Lawrence",Gunfire,1925-12-30,Minneapolis Police Department,MN,Minnesota
Deputy Joseph Arnold Le Jeune,Gunfire,1925-12-31,East Baton Rouge Parish Sheriff's Office,LA,Louisiana
Deputy Sheriff William Henry O'Berry,Gunfire,1926-01-01,Pasco County Sheriff's Office,FL,Florida
Patrolman Palmer Thompson,Gunfire,1926-01-04,Madison Police Department,WI,Wisconsin
Patrolman William Sweinsberger,Vehicular assault,1926-01-07,Columbus Division of Police,OH,Ohio
Special Officer Roy W. Stewart,Gunfire,1926-01-09,"Atchison, Topeka and Santa Fe Railroad Police Department",RR,
Police Officer Andrew Rusinko,Gunfire,1926-01-11,Detroit Police Department,MI,Michigan
Chief of Police Albert L. Painter,Gunfire,1926-01-16,Cherryville Police Department,NC,North Carolina
Correctional Officer William Mayfield,Assault,1926-01-20,Oklahoma Department of Corrections,OK,Oklahoma
Patrolman Charles Brunhaus,Motorcycle accident,1926-01-20,Wheeling Police Department,WV,West Virginia
Officer Christopher M. Dean,Gunfire,1926-01-22,Mobile Police Department,AL,Alabama
Police Officer Owen Coleman,Gunfire,1926-01-24,Hollywood Police Department,FL,Florida
Deputy Sheriff Daniel Alonzo Mayfield,Gunfire,1926-01-24,Floyd County Sheriff's Office,IN,Indiana
Police Officer Raymond Vollertsen,Gunfire,1926-01-26,Detroit Police Department,MI,Michigan
Constable George M. Faulkner,Gunfire,1926-01-26,Anson County Sheriff's Office,NC,North Carolina
Detective Albert Marshall Franklin,Gunfire,1926-01-30,Springfield Police Department,MO,Missouri
Officer Clarence Marshall Isbell,Gunfire,1926-02-04,Dallas Police Department,TX,Texas
Patrolman Frank C. Mahen,Gunfire,1926-02-05,New Orleans Police Department,LA,Louisiana
Marshal Cornelius R. Pake,Gunfire,1926-02-06,Yelm Police Department,WA,Washington
Police Officer Elmer H. Griffin,Gunfire,1926-02-07,San Gabriel Police Department,CA,California
Policeman Herbert Klade,Gunfire,1926-02-08,Los Angeles Police Department,CA,California
Traffic Officer James P. Devine,Motorcycle accident,1926-02-08,San Joaquin County Sheriff's Office,CA,California
Special Agent H. H. Delmas,Gunfire,1926-02-10,Kansas City Southern Railway Police Department,RR,
Patrolman Frank White,Gunfire,1926-02-10,New York City Police Department,NY,New York
Police Officer William Sass,Struck by vehicle,1926-02-12,St. Louis Metropolitan Police Department,MO,Missouri
Patrolman John F. Saxton,Gunfire,1926-02-15,Cleveland Police Department,OH,Ohio
Officer John D. Marchbanks,Struck by vehicle,1926-02-16,Miami Police Department,FL,Florida
"Police Officer G. A. ""Bud"" Jackson",Gunfire,1926-02-16,Pulaski Police Department,TN,Tennessee
Police Officer George W. Dotson,Gunfire,1926-02-16,Pulaski Police Department,TN,Tennessee
Police Officer Frank H. Kohring,Assault,1926-02-17,St. Louis Metropolitan Police Department,MO,Missouri
Trooper Charles E. Ullrich,Gunfire,1926-02-17,New Jersey State Police,NJ,New Jersey
Deputy Game Warden Edward Jarrish,Gunfire,1926-02-17,Pend Oreille County Game Commission,WA,Washington
Deputy Sheriff Harve Pace,Gunfire,1926-02-18,Harlan County Sheriff's Department,KY,Kentucky
Policeman Carl Drake,Gunfire (Accidental),1926-02-23,Los Angeles Police Department,CA,California
Police Officer Fred A. Peitsch,Gunfire,1926-02-23,St. Paul Police Department,MN,Minnesota
Police Officer John Schultz,Gunfire,1926-02-23,St. Paul Police Department,MN,Minnesota
Chief of Police Manuel Ferrer-Martinez,Other,1926-02-24,Puerto Rico Police Department,PR,Puerto Rico
"Assistant Chief E. J. ""Jack"" Wynn",Vehicle pursuit,1926-02-26,Hapeville Police Department,GA,Georgia
